_id,mid,general_description,city,country,start_date,end_date,mstatus,tid,agents[0],agents[1],agents[2],agents[3],agents[4],agents[5],agents[6],agents[7],agents[8],agents[9],agents[10],agents[11],agents[12],agents[13],assets[0],assets[1],assets[2],assets[3],assets[4],assets[5],assets[6],assets[7],assets[8],assets[9],assets[10],assets[11],assets[12],assets[13],assets[14],assets[15],assets[16],assets[17],assets[18],assets[19],assets[20],assets[21],assets[22],assets[23],assets[24]
6618a708216a4bb1719b5265,22,226 888 4676,Brikama,GM,2010-2-1,2020-8-27,completed,22,1317,3545,649,7045,7063,5983,8734,5984,63,2768,7920,,,,9129,8551,5270,1267,8969,9074,6290,2661,,,,,,,,,,,,,,,,,
6618a708216a4bb1719b5266,24,831 391 0357,Cachachi,PE,2021-6-4,2021-10-8,completed,24,7882,4015,,,,,,,,,,,,,4734,2938,,,,,,,,,,,,,,,,,,,,,,,
6618a708216a4bb1719b5267,27,301 603 6146,Mogocha,RU,2010-6-7,2021-12-25,completed,27,8920,557,8006,13,,,,,,,,,,,936,662,8062,7594,,,,,,,,,,,,,,,,,,,,,
6618a708216a4bb1719b5268,30,993 151 3497,Pubal,KR,2017-5-15,2020-6-10,completed,30,5100,3801,9739,347,5387,9661,8421,4393,8022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6618a708216a4bb1719b5269,31,514 276 5305,Port Sudan,SD,2019-11-21,2034-7-20,completed,31,2369,9381,5656,2738,6871,,,,,,,,,,687,7980,,,,,,,,,,,,,,,,,,,,,,,
6618a708216a4bb1719b526a,32,914 543 4011,Agraharam,IN,2015-10-16,2024-5-24,reconnaissance,32,769,1443,6235,7324,274,9293,6679,,,,,,,,9513,7990,2566,2936,4013,,,,,,,,,,,,,,,,,,,,
6618a708216a4bb1719b526b,35,944 905 4369,Hengyang,CN,2009-7-26,2032-2-29,interception,35,8672,6989,4743,,,,,,,,,,,,2895,7111,272,9420,,,,,,,,,,,,,,,,,,,,,
6618a708216a4bb1719b526c,33,523 242 4366,Dongzhou,CN,2019-7-20,2019-8-19,completed,33,473,5719,,,,,,,,,,,,,9330,752,,,,,,,,,,,,,,,,,,,,,,,
6618a708216a4bb1719b526d,34,101 865 4744,Gameleira,BR,2011-1-5,2015-4-13,completed,34,1624,,,,,,,,,,,,,,7419,3022,4612,9795,490,954,,,,,,,,,,,,,,,,,,,
6618a708216a4bb1719b526e,44,208 701 4663,Sabang,PH,2023-8-7,2032-1-15,extraction,44,248,1519,,,,,,,,,,,,,4368,4997,5687,,,,,,,,,,,,,,,,,,,,,,
6618a708216a4bb1719b526f,46,395 725 0901,Port Sudan,SD,2017-8-29,2028-9-10,covert,46,3851,,,,,,,,,,,,,,2041,9847,5033,6984,518,9979,,,,,,,,,,,,,,,,,,,
6618a708216a4bb1719b5270,36,109 193 9140,Hinunangan,PH,2009-4-27,2017-11-6,completed,36,1558,3209,1944,2542,5487,,,,,,,,,,8754,7606,4891,,,,,,,,,,,,,,,,,,,,,,
6618a708216a4bb1719b5271,37,792 574 8713,Kuala Lumpur,MY,2008-3-31,2021-2-23,completed,37,3969,7389,878,4654,7860,4159,,,,,,,,,6511,1351,7969,5780,7382,3295,,,,,,,,,,,,,,,,,,,
6618a708216a4bb1719b5272,52,510 651 2865,Kalamangog,PH,2012-10-1,2034-6-2,interception,52,5225,9847,1415,,,,,,,,,,,,9365,3329,3407,2423,,,,,,,,,,,,,,,,,,,,,
6618a708216a4bb1719b5273,38,805 657 0959,Cerro Blanco,HN,2015-4-17,2020-8-13,completed,38,6224,7224,8462,1842,,,,,,,,,,,1965,1628,6110,6310,,,,,,,,,,,,,,,,,,,,,
6618a708216a4bb1719b5274,40,894 985 6378,Port Sudan,SD,2015-1-10,2017-7-9,completed,40,4981,2414,6719,2450,1095,616,,,,,,,,,2519,3567,4464,4018,,,,,,,,,,,,,,,,,,,,,
6618a708216a4bb1719b5275,56,936 668 8209,Palma De Mallorca,ES,2008-2-19,2028-5-28,completed,56,3110,6049,4773,3788,,,,,,,,,,,317,1660,8669,1664,948,,,,,,,,,,,,,,,,,,,,
6618a708216a4bb1719b5276,57,805 990 9674,Pasirputih,ID,2022-4-3,2025-9-8,completed,57,2468,8491,1655,,,,,,,,,,,,7532,3203,,,,,,,,,,,,,,,,,,,,,,,
6618a708216a4bb1719b5277,59,353 821 6890,Port Sudan,SD,2019-12-15,2027-8-6,undercover surveillance,59,2587,4511,8206,,,,,,,,,,,,2644,,,,,,,,,,,,,,,,,,,,,,,,
6618a708216a4bb1719b5278,61,229 931 7559,Warri,NG,2013-7-5,2030-12-28,cancelled,61,1770,4007,2648,1821,1993,,,,,,,,,,5211,8532,3204,2902,2172,3607,5647,,,,,,,,,,,,,,,,,,
6618a708216a4bb1719b5279,63,704 311 8055,Vila Nova,PT,2010-9-17,2027-1-10,covert action,63,1880,6028,,,,,,,,,,,,,3690,930,,,,,,,,,,,,,,,,,,,,,,,
6618a708216a4bb1719b527a,64,729 710 5197,Shazi,CN,2009-6-6,2028-12-10,high priority,64,5712,3802,9574,,,,,,,,,,,,5399,7801,9573,8222,1648,646,,,,,,,,,,,,,,,,,,,
6618a709216a4bb1719b527b,42,908 476 0881,Sanxi,CN,2006-3-21,2009-3-19,completed,42,1582,3729,2915,,,,,,,,,,,,4110,5231,210,,,,,,,,,,,,,,,,,,,,,,
6618a709216a4bb1719b527c,43,156 389 5998,Futuroscope,FR,2009-10-4,2020-6-8,completed,43,8663,8010,4292,8955,1337,7878,,,,,,,,,6400,169,1261,,,,,,,,,,,,,,,,,,,,,,
6618a709216a4bb1719b527d,45,111 765 8949,Los Pinos,MX,2005-8-29,2013-4-19,completed,45,5336,4329,5391,,,,,,,,,,,,4926,20,5366,,,,,,,,,,,,,,,,,,,,,,
6618a709216a4bb1719b527e,69,762 958 7293,Port Sudan,SD,2010-1-27,2033-7-17,compromised,69,686,6477,1574,3928,7981,,,,,,,,,,9390,,,,,,,,,,,,,,,,,,,,,,,,
6618a709216a4bb1719b527f,70,340 375 2642,Port Sudan,SD,2021-11-1,2029-7-5,cancelled,70,5890,5104,,,,,,,,,,,,,4636,6862,725,3718,1984,4642,3804,,,,,,,,,,,,,,,,,,
6618a709216a4bb1719b5280,47,631 731 2492,Ryjewo,PL,2005-11-28,2019-1-27,completed,47,3596,1527,1886,2712,,,,,,,,,,,3780,7585,5480,3564,1727,,,,,,,,,,,,,,,,,,,,
6618a709216a4bb1719b5281,48,344 195 1707,Pavshino,RU,2011-7-20,2011-9-12,completed,48,2590,,,,,,,,,,,,,,212,5429,,,,,,,,,,,,,,,,,,,,,,,
6618a709216a4bb1719b5282,51,193 172 5104,Kelodan,ID,2017-6-21,2024-3-26,completed,51,6580,4451,3620,617,1327,5685,,,,,,,,,1295,535,1116,366,2175,3974,,,,,,,,,,,,,,,,,,,
6618a709216a4bb1719b5283,74,225 882 2469,Waishan,CN,2007-8-27,2030-4-13,interception,74,1372,842,8044,7645,,,,,,,,,,,238,9265,5555,6269,7530,8691,213,,,,,,,,,,,,,,,,,,
6618a709216a4bb1719b5284,76,405 504 6196,Port Sudan,SD,2013-6-11,2027-3-30,extraction,76,6923,5731,6216,4770,4868,,,,,,,,,,5861,7804,,,,,,,,,,,,,,,,,,,,,,,
6618a709216a4bb1719b5285,77,244 993 8408,Nanzamu,CN,2010-7-15,2029-7-23,rescue,77,4658,3528,7736,8102,7679,,,,,,,,,,2276,5846,,,,,,,,,,,,,,,,,,,,,,,
6618a709216a4bb1719b5286,55,768 521 7236,Pucheng,CN,2005-1-28,2021-3-10,completed,55,5672,4386,971,3942,,,,,,,,,,,1284,5456,7140,,,,,,,,,,,,,,,,,,,,,,
6618a709216a4bb1719b5287,58,745 771 4135,Port Sudan,SD,2019-12-14,2021-4-12,completed,58,2186,3367,5080,2112,593,5782,,,,,,,,,3285,4321,,,,,,,,,,,,,,,,,,,,,,,
6618a709216a4bb1719b5288,81,719 144 5564,Wolofeo,ID,2018-8-17,2025-12-20,infiltration,81,9135,602,8865,1289,3064,,,,,,,,,,155,800,,,,,,,,,,,,,,,,,,,,,,,
6618a709216a4bb1719b5289,60,124 826 9205,Bokor,ID,2007-8-26,2012-11-14,completed,60,6452,,,,,,,,,,,,,,9847,4970,8202,1337,6525,8125,3467,,,,,,,,,,,,,,,,,,
6618a709216a4bb1719b528a,62,727 325 3946,Port Sudan,SD,2018-7-15,2019-6-15,completed,62,7277,2003,4094,,,,,,,,,,,,9847,5396,843,,,,,,,,,,,,,,,,,,,,,,
6618a709216a4bb1719b528b,67,927 758 6449,Gampang,ID,2008-7-13,2024-3-3,completed,67,4766,1598,,,,,,,,,,,,,5249,3253,3198,9453,,,,,,,,,,,,,,,,,,,,,
6618a709216a4bb1719b528c,75,597 205 3031,Jawor,PL,2018-10-15,2020-3-9,completed,75,2389,1530,,,,,,,,,,,,,952,9973,7879,7085,2481,,,,,,,,,,,,,,,,,,,,
6618a709216a4bb1719b528d,92,108 927 5102,Nagano-shi,JP,2005-12-29,2030-4-18,cancelled,92,8357,642,3308,7571,,,,,,,,,,,3172,8187,5390,,,,,,,,,,,,,,,,,,,,,,
6618a709216a4bb1719b528e,94,441 315 5733,Yacheng,CN,2016-2-22,2027-7-7,high priority,94,8737,,,,,,,,,,,,,,5241,3353,773,8566,,,,,,,,,,,,,,,,,,,,,
6618a709216a4bb1719b528f,82,237 684 3037,Hamm,DE,2005-3-20,2013-1-6,completed,82,3604,5012,3679,6324,7253,514,5667,1442,7107,,,,,,3501,4725,640,5945,313,3092,,,,,,,,,,,,,,,,,,,
6618a709216a4bb1719b5290,96,485 883 4884,Verenchanka,UA,2008-5-14,2028-6-7,delayed,96,3668,530,6084,2032,920,,,,,,,,,,7410,2676,5649,,,,,,,,,,,,,,,,,,,,,,
6618a709216a4bb1719b5291,97,203 838 8613,Norwalk,US,2006-8-3,2025-10-5,interception,97,2369,5613,,,,,,,,,,,,,3449,9076,,,,,,,,,,,,,,,,,,,,,,,
6618a709216a4bb1719b5292,98,388 252 7021,Ponte da Pedra,PT,2011-6-5,2026-5-29,rescue,98,5804,9980,4259,9730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6618a70a216a4bb1719b5293,84,601 907 8937,Lovas,HR,2016-10-3,2019-9-21,completed,84,7963,8822,4342,1686,,,,,,,,,,,7052,217,1813,,,,,,,,,,,,,,,,,,,,,,
6618a70a216a4bb1719b5294,86,933 949 9245,Port Sudan,SD,2006-6-5,2015-2-10,completed,86,4642,5837,9645,3405,,,,,,,,,,,8278,2439,546,,,,,,,,,,,,,,,,,,,,,,
6618a70a216a4bb1719b5295,101,977 755 0540,Shatoja,PE,2013-2-7,2026-8-23,high priority,101,6817,6365,2197,3358,3979,1470,2418,7446,,,,,,,953,4248,1973,4830,8476,6053,,,,,,,,,,,,,,,,,,,
6618a70a216a4bb1719b5296,102,311 969 8217,Beigao,CN,2011-12-11,2033-1-30,covert action,102,9870,,,,,,,,,,,,,,2755,7282,2948,2110,,,,,,,,,,,,,,,,,,,,,
6618a70a216a4bb1719b5297,103,279 630 4517,Port Sudan,SD,2018-7-13,2026-2-24,rescue,103,8065,162,,,,,,,,,,,,,7729,4162,8167,,,,,,,,,,,,,,,,,,,,,,
6618a70a216a4bb1719b5298,87,937 817 9602,Beijiang,CN,2018-9-4,2020-6-5,completed,87,8149,5871,9343,2548,,,,,,,,,,,194,4160,8473,,,,,,,,,,,,,,,,,,,,,,
6618a70a216a4bb1719b5299,106,325 348 0722,El Tambo,CO,2009-4-16,2026-5-4,active,106,6461,6061,2194,6215,,,,,,,,,,,8127,2109,9124,,,,,,,,,,,,,,,,,,,,,,
6618a70a216a4bb1719b529a,107,525 694 3067,Port Sudan,SD,2007-1-19,2033-8-12,completed,107,8577,6936,,,,,,,,,,,,,8032,,,,,,,,,,,,,,,,,,,,,,,,
6618a70a216a4bb1719b529b,89,943 369 6699,Julayjilah,SA,2010-12-17,2024-1-25,completed,89,5524,1724,,,,,,,,,,,,,6556,6915,2927,3107,9420,729,,,,,,,,,,,,,,,,,,,
6618a70a216a4bb1719b529c,111,412 673 0551,Syktyvkar,RU,2010-7-9,2024-10-5,rescue,111,5776,7474,5541,,,,,,,,,,,,837,6032,7661,,,,,,,,,,,,,,,,,,,,,,
6618a70a216a4bb1719b529d,91,463 600 9287,Shanhe,CN,2005-4-16,2013-4-29,completed,91,3213,5486,300,8475,4652,649,8086,,,,,,,,4017,307,9671,,,,,,,,,,,,,,,,,,,,,,
6618a70a216a4bb1719b529e,113,651 742 6017,Krasnodon,UA,2009-11-28,2032-2-26,cancelled,113,9204,8178,6773,3874,,,,,,,,,,,7824,6053,9682,,,,,,,,,,,,,,,,,,,,,,
6618a70a216a4bb1719b529f,93,101 177 2801,Clarin,PH,2008-10-19,2023-12-28,completed,93,7182,6846,6649,909,8606,4390,,,,,,,,,5352,3366,8478,6002,,,,,,,,,,,,,,,,,,,,,
6618a70a216a4bb1719b52a0,79,658 797 9182,Cirahab,ID,2018-5-2,2021-9-1,completed,79,3491,4961,8544,6799,9311,,,,,,,,,,6491,9457,,,,,,,,,,,,,,,,,,,,,,,
6618a70a216a4bb1719b52a1,116,299 954 1892,Gandrungmangu,ID,2010-10-31,2027-10-31,ongoing,116,9821,9264,4222,4619,788,,,,,,,,,,6270,64,8060,2190,,,,,,,,,,,,,,,,,,,,,
6618a70a216a4bb1719b52a2,144,385 370 9167,Debrzno,PL,2008-6-22,2009-11-12,completed,144,7322,2597,3826,8038,2029,5875,13,1992,10,5264,988,83,7,,5260,9284,2656,30006,20035,20010,20013,20019,20020,20094,20125,10103,10005,10174,10171,10300,10345,10346,40007,40043,40068,40069,50288,50292,50297
6618a70a216a4bb1719b52a3,118,637 628 4653,Priupskiy,RU,2020-5-20,2032-7-3,undercover,118,3442,2213,5923,,,,,,,,,,,,9768,5249,5392,4211,2658,8505,9988,2856,9484,9753,6536,,,,,,,,,,,,,,
6618a70a216a4bb1719b52a4,119,337 931 6678,Port Sudan,SD,2019-1-1,2025-2-1,infiltration,119,3145,2647,5184,,,,,,,,,,,,5456,4903,168,3054,1025,,,,,,,,,,,,,,,,,,,,
6618a70a216a4bb1719b52a5,122,141 292 8575,Pategi,NG,2005-2-10,2030-9-21,covert action,122,2997,1519,,,,,,,,,,,,,3034,8263,,,,,,,,,,,,,,,,,,,,,,,
6618a70a216a4bb1719b52a6,125,293 876 7365,Port Sudan,SD,2008-7-6,2024-9-15,ongoing,125,353,6739,5350,5116,,,,,,,,,,,1993,1865,6238,9329,,,,,,,,,,,,,,,,,,,,,
6618a70a216a4bb1719b52a7,126,748 984 9730,Stockholm,SE,2008-2-27,2024-11-29,interception,126,5430,5281,8060,7748,6824,5820,7897,169,8133,4102,,,,,6128,1493,510,,,,,,,,,,,,,,,,,,,,,,
6618a70a216a4bb1719b52a8,127,269 778 9927,Sydney,AU,2023-7-15,2030-1-12,infiltration,127,2443,1415,6251,7937,,,,,,,,,,,5106,2927,8903,4220,2137,4548,565,101,,,,,,,,,,,,,,,,,
6618a70a216a4bb1719b52a9,108,219 171 0445,Doumen,CN,2006-6-3,2017-3-15,completed,108,7921,1418,,,,,,,,,,,,,4849,200,,,,,,,,,,,,,,,,,,,,,,,
6618a70a216a4bb1719b52aa,109,617 197 2160,Hengjing,CN,2012-5-17,2012-10-1,completed,109,5557,2609,6466,,,,,,,,,,,,1370,8940,1455,3658,9457,3976,5996,6639,,,,,,,,,,,,,,,,,
6618a70a216a4bb1719b52ab,120,602 231 9959,Pueblo Nuevo,CO,2021-12-3,2023-3-24,completed,120,4259,7228,7816,4979,,,,,,,,,,,2516,3405,3986,35,9101,8802,8005,2960,,,,,,,,,,,,,,,,,
6618a70a216a4bb1719b52ac,131,227 135 2098,Dnestrovsc,MD,2012-8-28,2028-7-28,ongoing,131,7191,6028,2879,5420,9005,9156,,,,,,,,,5021,7070,,,,,,,,,,,,,,,,,,,,,,,
6618a70b216a4bb1719b52ad,121,434 462 5527,Miguel Hidalgo,MX,2005-9-20,2024-3-4,completed,121,158,5133,6949,4212,1486,4835,,,,,,,,,6932,7300,803,9841,,,,,,,,,,,,,,,,,,,,,
6618a70b216a4bb1719b52ae,133,345 723 2663,Bagakay,PH,2014-1-4,2027-11-29,cancelled,133,6580,,,,,,,,,,,,,,3572,6374,1536,,,,,,,,,,,,,,,,,,,,,,
6618a70b216a4bb1719b52af,134,512 535 1306,Bethel Town,JM,2006-1-4,2029-8-6,completed,134,5579,,,,,,,,,,,,,,3372,3789,1116,,,,,,,,,,,,,,,,,,,,,,
6618a70b216a4bb1719b52b0,123,995 558 2441,Baratan,ID,2014-5-10,2022-2-3,completed,123,8857,7480,5131,5950,6407,,,,,,,,,,4967,2315,6467,4529,,,,,,,,,,,,,,,,,,,,,
6618a70b216a4bb1719b52b1,137,970 426 8819,Anh Son,VN,2018-5-31,2030-5-29,reconnaissance,137,5153,6709,6744,7190,9193,8270,2759,,,,,,,,7243,7846,9953,7825,,,,,,,,,,,,,,,,,,,,,
6618a70b216a4bb1719b52b2,124,246 524 5551,Port Sudan,SD,2015-1-12,2019-12-31,completed,124,3823,2235,6779,,,,,,,,,,,,1686,6869,6934,6511,7260,,,,,,,,,,,,,,,,,,,,
6618a70b216a4bb1719b52b3,139,200 250 7477,Kerkrade,NL,2009-3-31,2030-12-25,cancelled,139,4277,8624,1730,285,1659,,,,,,,,,,7139,701,9266,1043,5471,1226,8555,,,,,,,,,,,,,,,,,,
6618a70b216a4bb1719b52b4,136,932 671 6199,Gaoling,CN,2005-4-3,2012-9-21,completed,136,9207,3521,2445,2734,3,3616,4066,,,,,,,,2787,4114,8705,4952,9713,350,,,,,,,,,,,,,,,,,,,
6618a70b216a4bb1719b52b5,141,163 731 5529,Eastern Suburbs Mc,AU,2010-9-14,2015-8-6,completed,141,5430,2475,795,2928,1451,3041,3776,,,,,,,,3140,7507,2612,7179,821,5665,,,,,,,,,,,,,,,,,,,
6618a70b216a4bb1719b52b6,147,704 199 2255,Arnoia,PT,2013-10-31,2027-5-7,compromised,147,5179,,,,,,,,,,,,,,890,5063,6325,1962,4615,9253,3961,378,7060,,,,,,,,,,,,,,,,
6618a70b216a4bb1719b52b7,148,943 913 6530,Port Sudan,SD,2019-2-21,2024-8-5,extraction,148,7095,8985,815,9421,1453,6803,,,,,,,,,493,2826,9122,8157,2798,,,,,,,,,,,,,,,,,,,,
6618a70b216a4bb1719b52b8,142,650 640 4011,Port Sudan,SD,2011-7-31,2013-7-9,completed,142,7955,7579,6666,,,,,,,,,,,,6543,6530,7094,5077,1871,4310,7582,,,,,,,,,,,,,,,,,,
6618a70b216a4bb1719b52b9,151,166 337 1094,Ciro Redondo,CU,2009-12-1,2032-11-24,delayed,151,7646,8498,9329,3346,,,,,,,,,,,2333,7664,621,6891,5926,,,,,,,,,,,,,,,,,,,,
6618a70b216a4bb1719b52ba,143,357 520 5599,Kasembon,ID,2012-3-22,2023-4-8,completed,143,7903,7808,,,,,,,,,,,,,8345,461,5130,7519,8981,9097,,,,,,,,,,,,,,,,,,,
6618a70b216a4bb1719b52bb,153,599 108 4120,Hongdu,CN,2023-8-7,2032-6-6,covert,153,8930,8458,9543,5533,8879,4519,8073,5156,,,,,,,2994,4093,2097,5728,3718,3943,4347,,,,,,,,,,,,,,,,,,
6618a70b216a4bb1719b52bc,146,329 232 6550,Coolock,IE,2008-9-13,2013-2-7,completed,146,1102,5315,,,,,,,,,,,,,1064,9279,1956,1847,,,,,,,,,,,,,,,,,,,,,
6618a70b216a4bb1719b52bd,150,587 198 3016,Dubti,ET,2005-5-4,2018-9-5,completed,150,8514,7375,3231,7370,839,,,,,,,,,,845,7977,4003,1495,,,,,,,,,,,,,,,,,,,,,
6618a70b216a4bb1719b52be,156,432 178 4271,Picungbera,ID,2006-5-8,2021-8-11,completed,156,1911,4032,4446,325,3149,,,,,,,,,,4450,7034,301,,,,,,,,,,,,,,,,,,,,,,
6618a70b216a4bb1719b52bf,159,169 133 8783,Marseille,FR,2019-8-14,2030-7-11,infiltration,159,6910,5443,7073,,,,,,,,,,,,6704,100,4598,6875,4274,4273,7227,,,,,,,,,,,,,,,,,,
6618a70b216a4bb1719b52c0,160,939 115 1629,Dargaz,IR,2012-9-4,2026-5-25,undercover surveillance,160,2084,2881,3204,,,,,,,,,,,,3065,933,3004,4430,2445,,,,,,,,,,,,,,,,,,,,
6618a70b216a4bb1719b52c1,163,684 857 0785,Port Sudan,SD,2016-3-1,2027-2-18,under review,163,2658,8148,9724,,,,,,,,,,,,8530,9110,5666,,,,,,,,,,,,,,,,,,,,,,
6618a70b216a4bb1719b52c2,157,443 421 5543,Batiano,PH,2007-12-31,2019-11-10,completed,157,8089,2926,5009,,,,,,,,,,,,5521,4679,7635,,,,,,,,,,,,,,,,,,,,,,
6618a70b216a4bb1719b52c3,161,601 529 2825,Santa Catalina,UY,2011-7-13,2018-3-4,completed,161,6211,,,,,,,,,,,,,,8703,7370,,,,,,,,,,,,,,,,,,,,,,,
6618a70b216a4bb1719b52c4,167,704 454 1919,Tengah,ID,2006-12-4,2034-6-19,surveillance,167,2946,8718,2279,2655,,,,,,,,,,,9408,6747,1525,9367,4389,,,,,,,,,,,,,,,,,,,,
6618a70b216a4bb1719b52c5,168,530 695 4700,Port Sudan,SD,2021-7-1,2034-11-14,extraction,168,4730,8734,7249,6296,,,,,,,,,,,9495,7086,2854,9534,3362,,,,,,,,,,,,,,,,,,,,
6618a70c216a4bb1719b52c6,169,963 134 6348,Mwinilunga,ZM,2005-4-3,2030-10-16,covert,169,5753,4206,9608,,,,,,,,,,,,7683,7547,,,,,,,,,,,,,,,,,,,,,,,
6618a70c216a4bb1719b52c7,162,479 590 3121,Panacan,PH,2016-8-9,2017-11-5,completed,162,9573,2099,6563,,,,,,,,,,,,1000,3546,,,,,,,,,,,,,,,,,,,,,,,
6618a70c216a4bb1719b52c8,173,127 488 0961,Kristianstad,SE,2018-9-14,2025-12-26,counterintelligence,173,2652,516,8045,,,,,,,,,,,,9215,9199,4005,7854,,,,,,,,,,,,,,,,,,,,,
6618a70c216a4bb1719b52c9,166,797 436 9740,Kosiv,UA,2009-12-14,2011-1-27,completed,166,4651,4251,7145,67,,,,,,,,,,,1795,5211,8274,3785,2268,,,,,,,,,,,,,,,,,,,,
6618a70c216a4bb1719b52ca,177,383 586 4593,Aqaba,JO,2019-4-16,2029-2-18,active,177,8730,,,,,,,,,,,,,,3636,2152,4679,8908,,,,,,,,,,,,,,,,,,,,,
6618a70c216a4bb1719b52cb,179,589 665 3112,Kostyantynivka,UA,2009-12-16,2034-11-11,infiltration,179,5328,8272,6769,,,,,,,,,,,,5785,1876,7214,,,,,,,,,,,,,,,,,,,,,,
6618a70c216a4bb1719b52cc,182,670 932 2961,Wangshi,CN,2016-3-28,2026-4-1,compromised,182,6836,3429,2987,8432,,,,,,,,,,,2435,,,,,,,,,,,,,,,,,,,,,,,,
6618a70c216a4bb1719b52cd,170,880 272 6572,Kuangsan,ID,2009-4-15,2017-7-31,completed,170,5788,6530,7745,9802,,,,,,,,,,,3600,4867,3939,4693,4652,,,,,,,,,,,,,,,,,,,,
6618a70c216a4bb1719b52ce,184,144 860 4430,Donja Brela,HR,2017-6-13,2025-1-12,interception,184,7433,5620,7508,9083,3703,,,,,,,,,,3678,1424,,,,,,,,,,,,,,,,,,,,,,,
6618a70c216a4bb1719b52cf,185,585 285 4867,Plyeshchanitsy,BY,2009-5-18,2024-11-18,compromised,185,9235,6018,663,3533,8427,4777,7740,,,,,,,,6120,9999,5377,509,7254,9226,7507,,,,,,,,,,,,,,,,,,
6618a70c216a4bb1719b52d0,187,457 204 7522,Lumbang,PH,2007-2-27,2034-2-6,covert,187,3057,7941,,,,,,,,,,,,,677,443,1169,,,,,,,,,,,,,,,,,,,,,,
6618a70c216a4bb1719b52d1,171,369 743 5851,El Tambo,CO,2013-11-1,2021-6-14,completed,171,9693,9680,5278,3976,1809,1838,,,,,,,,,7092,9495,5025,5622,2218,8501,6862,,,,,,,,,,,,,,,,,,
6618a70c216a4bb1719b52d2,174,766 849 9838,Lindavista,MX,2006-8-9,2009-2-7,completed,174,8282,5767,1498,,,,,,,,,,,,5710,7611,1718,,,,,,,,,,,,,,,,,,,,,,
6618a70c216a4bb1719b52d3,189,742 289 8085,Port Sudan,SD,2013-10-8,2029-7-9,cancelled,189,546,7621,284,,,,,,,,,,,,6912,,,,,,,,,,,,,,,,,,,,,,,,
