_id,tid,ttype,tdescription
661a922ba9b8e3131b10f9fe,51,environmental threat,01-377-7323
661a922ba9b8e3131b10f9ff,52,cyber threat,93-525-9260
661a922ba9b8e3131b10fa00,53,alien threat,50-227-7390
661a922ca9b8e3131b10fa01,54,infiltrated government agency,96-702-8161
661a922ca9b8e3131b10fa02,55,cyber threat,93-680-4788
661a922ca9b8e3131b10fa03,56,alien threat,29-662-7559
661a922ca9b8e3131b10fa04,57,environmental threat,80-447-4857
661a922ca9b8e3131b10fa05,58,alien threat,80-153-7106
661a922ca9b8e3131b10fa06,59,traitor,01-493-5511
661a922ca9b8e3131b10fa07,60,kidnapper,18-345-4449
661a922ca9b8e3131b10fa08,61,nuclear proliferator,84-567-3725
661a922ca9b8e3131b10fa09,62,assassination contract,60-326-3999
661a922ca9b8e3131b10fa0a,63,scientific target,69-582-8111
661a922ca9b8e3131b10fa0b,64,rogue ai,80-780-6759
661a922ca9b8e3131b10fa0c,65,assassination contract,37-833-3206
661a922ca9b8e3131b10fa0d,66,traitor,27-627-5480
661a922ca9b8e3131b10fa0e,67,criminal kingpin,91-951-3443
661a922ca9b8e3131b10fa0f,68,global surveillance network,72-164-6790
661a922ca9b8e3131b10fa10,69,assassination contract,73-534-7052
661a922ca9b8e3131b10fa11,70,kidnapper,27-732-5033
661a922ca9b8e3131b10fa12,71,biosecurity threat,89-162-5392
661a922ca9b8e3131b10fa13,72,assassination contract,38-219-3352
661a922ca9b8e3131b10fa14,73,rogue ai,47-985-1129
661a922ca9b8e3131b10fa15,74,terrorist leader,61-461-9687
661a922ca9b8e3131b10fa16,75,double agent,27-162-4348
661a922ca9b8e3131b10fa17,76,terrorist leader,72-794-9860
661a922ca9b8e3131b10fa18,77,infiltrated government agency,21-256-6450
661a922ca9b8e3131b10fa19,78,scientific target,38-343-6035
661a922ca9b8e3131b10fa1a,79,criminal kingpin,87-165-1987
661a922da9b8e3131b10fa1b,80,double agent,90-143-3422
661a922da9b8e3131b10fa1c,81,environmental threat,68-473-8960
661a922da9b8e3131b10fa1d,82,traitor,66-336-2084
661a922da9b8e3131b10fa1e,83,scientific target,82-126-3486
661a922da9b8e3131b10fa1f,84,kidnapper,62-344-2938
661a922da9b8e3131b10fa20,85,espionage network,07-821-5396
661a922da9b8e3131b10fa21,86,high-value individual,03-636-2768
661a922da9b8e3131b10fa22,87,rogue agent,34-716-1944
661a922da9b8e3131b10fa23,88,rogue agent,88-104-6582
661a922da9b8e3131b10fa24,89,radicalized movement,51-749-8596
661a922da9b8e3131b10fa25,90,high-value individual,26-232-1509
661a922da9b8e3131b10fa26,91,scientific target,78-699-8306
661a922da9b8e3131b10fa27,92,radicalized movement,06-663-8421
661a922da9b8e3131b10fa28,93,global surveillance network,06-057-3935
661a922da9b8e3131b10fa29,94,human experimentation facility,30-548-1289
661a922da9b8e3131b10fa2a,95,biosecurity threat,85-274-9190
661a922da9b8e3131b10fa2b,96,hostile nation,11-202-8646
661a922da9b8e3131b10fa2c,97,arms dealer,15-903-2484
661a922da9b8e3131b10fa2d,98,rogue agent,40-808-3430
661a922da9b8e3131b10fa2e,99,kidnapper,70-449-0994
661a922da9b8e3131b10fa2f,100,hostile nation,01-640-2605
661a922da9b8e3131b10fa30,101,traitor,16-321-4742
661a922da9b8e3131b10fa31,102,radicalized movement,32-553-9644
661a922da9b8e3131b10fa32,103,high-value individual,24-284-6040
661a922da9b8e3131b10fa33,104,infiltrated government agency,81-786-3948
661a922ea9b8e3131b10fa34,105,traitor,04-400-2185
661a922ea9b8e3131b10fa35,106,human experimentation facility,91-183-1892
661a922ea9b8e3131b10fa36,107,alien threat,26-659-4063
661a922ea9b8e3131b10fa37,108,biosecurity threat,22-458-2042
661a922ea9b8e3131b10fa38,109,biosecurity threat,24-505-2453
661a922ea9b8e3131b10fa39,110,alien threat,33-765-9425
661a922ea9b8e3131b10fa3a,111,rogue agent,35-459-3514
661a922ea9b8e3131b10fa3b,112,human experimentation facility,22-194-8792
661a922ea9b8e3131b10fa3c,113,arms dealer,74-103-3877
661a922ea9b8e3131b10fa3d,114,traitor,56-224-4329
661a922ea9b8e3131b10fa3e,115,high-value individual,93-117-3844
661a922ea9b8e3131b10fa3f,116,alien threat,30-813-6312
661a922ea9b8e3131b10fa40,117,rogue ai,94-779-9362
661a922ea9b8e3131b10fa41,118,traitor,20-616-0925
661a922ea9b8e3131b10fa42,119,terrorist leader,85-248-0880
661a922ea9b8e3131b10fa43,120,assassination contract,55-351-1363
661a922ea9b8e3131b10fa44,121,rogue ai,99-002-0407
661a922ea9b8e3131b10fa45,122,human experimentation facility,18-643-1978
661a922ea9b8e3131b10fa46,123,rogue ai,88-869-3249
661a922ea9b8e3131b10fa47,124,cyber threat,49-327-2353
661a922ea9b8e3131b10fa48,125,environmental threat,97-357-4913
661a922ea9b8e3131b10fa49,126,human experimentation facility,33-677-1142
661a922ea9b8e3131b10fa4a,127,extremist ideology,78-686-3667
661a922ea9b8e3131b10fa4b,128,corrupt corporation,32-260-9001
661a922ea9b8e3131b10fa4c,129,infiltrated government agency,83-104-9868
661a922fa9b8e3131b10fa4d,130,high-value individual,43-191-2831
661a922fa9b8e3131b10fa4e,131,extremist ideology,93-716-4545
661a922fa9b8e3131b10fa4f,132,environmental threat,32-174-8993
661a922fa9b8e3131b10fa50,133,hostile nation,13-896-5146
661a922fa9b8e3131b10fa51,134,assassination contract,60-119-7508
661a922fa9b8e3131b10fa52,135,scientific target,32-670-2716
661a922fa9b8e3131b10fa53,136,environmental threat,19-658-6369
661a922fa9b8e3131b10fa54,137,human experimentation facility,75-496-1113
661a922fa9b8e3131b10fa55,138,assassination contract,66-056-6722
661a922fa9b8e3131b10fa56,139,nuclear proliferator,00-799-5355
661a922fa9b8e3131b10fa57,140,terrorist leader,50-099-9100
661a922fa9b8e3131b10fa58,141,archeological anomaly,30-400-2875
661a922fa9b8e3131b10fa59,142,corrupt corporation,40-203-8813
661a922fa9b8e3131b10fa5a,143,human experimentation facility,74-261-6437
661a922fa9b8e3131b10fa5b,144,arms dealer,78-177-2635
661a922fa9b8e3131b10fa5c,145,rogue ai,89-510-8034
661a922fa9b8e3131b10fa5d,146,assassination contract,24-343-7973
661a922fa9b8e3131b10fa5e,147,espionage network,77-818-6210
661a922fa9b8e3131b10fa5f,148,extremist ideology,82-882-0116
661a922fa9b8e3131b10fa60,149,infiltrated government agency,58-700-5292
661a922fa9b8e3131b10fa61,150,espionage network,01-394-1263
661a922fa9b8e3131b10fa62,151,rogue agent,12-695-5479
661a922fa9b8e3131b10fa63,152,extremist ideology,17-993-5781
661a922fa9b8e3131b10fa64,153,rogue agent,41-048-0324
661a922fa9b8e3131b10fa65,154,traitor,16-724-5533
661a922fa9b8e3131b10fa66,155,espionage network,31-228-7243
661a9230a9b8e3131b10fa67,156,infiltrated government agency,31-366-5554
661a9230a9b8e3131b10fa68,157,assassination contract,47-707-7981
661a9230a9b8e3131b10fa69,158,cyber threat,47-562-9058
661a9230a9b8e3131b10fa6a,159,archeological anomaly,27-986-9670
661a9230a9b8e3131b10fa6b,160,environmental threat,47-078-5123
661a9230a9b8e3131b10fa6c,161,human experimentation facility,13-072-3769
661a9230a9b8e3131b10fa6d,162,environmental threat,71-311-1524
661a9230a9b8e3131b10fa6e,163,radicalized movement,39-118-3364
661a9230a9b8e3131b10fa6f,164,infiltrated government agency,99-796-9153
661a9230a9b8e3131b10fa70,165,infiltrated government agency,38-339-0142
661a9230a9b8e3131b10fa71,166,scientific target,91-231-1868
661a9230a9b8e3131b10fa72,167,traitor,81-727-4228
661a9230a9b8e3131b10fa73,168,human experimentation facility,20-599-0182
661a9230a9b8e3131b10fa74,169,corrupt corporation,38-517-4847
661a9230a9b8e3131b10fa75,170,biosecurity threat,66-661-7287
661a9230a9b8e3131b10fa76,171,kidnapper,76-181-9775
661a9230a9b8e3131b10fa77,172,high-value individual,25-728-1253
661a9230a9b8e3131b10fa78,173,nuclear proliferator,56-158-3499
661a9230a9b8e3131b10fa79,174,human experimentation facility,47-734-2442
661a9230a9b8e3131b10fa7a,175,arms dealer,72-010-3501
661a9230a9b8e3131b10fa7b,176,assassination contract,72-327-9945
661a9230a9b8e3131b10fa7c,177,global surveillance network,60-294-0880
661a9230a9b8e3131b10fa7d,178,alien threat,50-429-8715
661a9230a9b8e3131b10fa7e,179,traitor,46-090-5344
661a9230a9b8e3131b10fa7f,180,hostile nation,06-831-9802
661a9231a9b8e3131b10fa80,181,scientific target,72-354-9644
661a9231a9b8e3131b10fa81,182,traitor,31-864-2458
661a9231a9b8e3131b10fa82,183,infiltrated government agency,50-181-3092
661a9231a9b8e3131b10fa83,184,radicalized movement,70-447-2290
661a9231a9b8e3131b10fa84,185,rogue ai,11-370-0223
661a9231a9b8e3131b10fa85,186,kidnapper,82-822-0474
661a9231a9b8e3131b10fa86,187,scientific target,74-254-5545
661a9231a9b8e3131b10fa87,188,high-value individual,27-351-7648
661a9231a9b8e3131b10fa88,189,arms dealer,86-656-0608
661a9231a9b8e3131b10fa89,190,hostile nation,64-312-3603
661a9231a9b8e3131b10fa8a,191,high-value individual,59-335-0285
661a9231a9b8e3131b10fa8b,192,hostile nation,34-437-5536
661a9231a9b8e3131b10fa8c,193,radicalized movement,55-559-1797
661a9231a9b8e3131b10fa8d,194,kidnapper,91-976-1876
661a9231a9b8e3131b10fa8e,195,extremist ideology,13-009-5838
661a9231a9b8e3131b10fa8f,196,environmental threat,14-991-5179
661a9231a9b8e3131b10fa90,197,high-value individual,66-929-9060
661a9231a9b8e3131b10fa91,198,extremist ideology,51-295-4523
661a9231a9b8e3131b10fa92,199,nuclear proliferator,21-868-9130
661a9231a9b8e3131b10fa93,200,assassination contract,31-551-3376
661a9231a9b8e3131b10fa94,201,infiltrated government agency,46-547-2296
661a9231a9b8e3131b10fa95,202,environmental threat,83-251-5366
661a9231a9b8e3131b10fa96,203,scientific target,83-957-1467
661a9231a9b8e3131b10fa97,204,arms dealer,13-367-1917
661a9231a9b8e3131b10fa98,205,terrorist leader,75-693-3187
661a9232a9b8e3131b10fa99,206,criminal kingpin,15-322-6648
661a9232a9b8e3131b10fa9a,207,arms dealer,18-663-4685
661a9232a9b8e3131b10fa9b,208,hostile nation,82-833-4035
661a9232a9b8e3131b10fa9c,209,traitor,64-257-3614
661a9232a9b8e3131b10fa9d,210,radicalized movement,10-062-8143
661a9232a9b8e3131b10fa9e,211,rogue agent,49-091-8788
661a9232a9b8e3131b10fa9f,212,nuclear proliferator,19-275-5989
661a9232a9b8e3131b10faa0,213,criminal kingpin,68-905-7806
661a9232a9b8e3131b10faa1,214,arms dealer,91-868-7438
661a9232a9b8e3131b10faa2,215,high-value individual,20-320-2386
661a9232a9b8e3131b10faa3,216,high-value individual,27-129-3913
661a9232a9b8e3131b10faa4,217,corrupt corporation,77-836-4808
661a9232a9b8e3131b10faa5,218,kidnapper,70-716-4135
661a9232a9b8e3131b10faa6,219,global surveillance network,39-786-5411
661a9232a9b8e3131b10faa7,220,human experimentation facility,38-158-0463
661a9232a9b8e3131b10faa8,221,traitor,72-585-1604
661a9232a9b8e3131b10faa9,222,alien threat,42-439-9626
661a9232a9b8e3131b10faaa,223,environmental threat,72-761-6461
661a9232a9b8e3131b10faab,224,arms dealer,44-934-3158
661a9232a9b8e3131b10faac,225,kidnapper,53-611-6044
661a9232a9b8e3131b10faad,226,archeological anomaly,40-614-3560
661a9232a9b8e3131b10faae,227,rogue ai,15-299-8921
661a9232a9b8e3131b10faaf,228,cyber threat,28-706-2740
661a9232a9b8e3131b10fab0,229,arms dealer,56-977-6097
661a9232a9b8e3131b10fab1,230,terrorist leader,60-963-6067
661a9233a9b8e3131b10fab2,231,alien threat,59-146-8815
661a9233a9b8e3131b10fab3,232,traitor,03-402-1897
661a9233a9b8e3131b10fab4,233,cyber threat,06-431-9331
661a9233a9b8e3131b10fab5,234,assassination contract,94-576-7865
661a9233a9b8e3131b10fab6,235,corrupt corporation,80-629-4882
661a9233a9b8e3131b10fab7,236,criminal kingpin,35-026-3016
661a9233a9b8e3131b10fab8,237,criminal kingpin,49-035-3210
661a9233a9b8e3131b10fab9,238,assassination contract,85-344-5823
661a9233a9b8e3131b10faba,239,biosecurity threat,58-047-7374
661a9233a9b8e3131b10fabb,240,archeological anomaly,01-666-6773
661a9233a9b8e3131b10fabc,241,espionage network,14-180-2812
661a9233a9b8e3131b10fabd,242,biosecurity threat,82-252-0430
661a9233a9b8e3131b10fabe,243,radicalized movement,80-900-7121
661a9233a9b8e3131b10fabf,244,radicalized movement,66-096-0158
661a9233a9b8e3131b10fac0,245,biosecurity threat,81-596-3104
661a9233a9b8e3131b10fac1,246,rogue agent,39-435-3635
661a9233a9b8e3131b10fac2,247,rogue agent,75-648-6146
661a9233a9b8e3131b10fac3,248,cyber threat,03-116-8274
661a9233a9b8e3131b10fac4,249,archeological anomaly,36-622-4909
661a9233a9b8e3131b10fac5,250,extremist ideology,62-795-1567
661a9233a9b8e3131b10fac6,251,rogue agent,00-643-9451
661a9233a9b8e3131b10fac7,252,rogue agent,08-314-4516
661a9233a9b8e3131b10fac8,253,rogue agent,11-861-5289
661a9233a9b8e3131b10fac9,254,radicalized movement,23-731-5763
661a9233a9b8e3131b10faca,255,cyber threat,38-822-8090
661a9234a9b8e3131b10facb,256,espionage network,19-379-7679
661a9234a9b8e3131b10facc,257,espionage network,67-518-9580
661a9234a9b8e3131b10facd,258,infiltrated government agency,51-109-8312
661a9234a9b8e3131b10face,259,corrupt corporation,52-824-0200
661a9234a9b8e3131b10facf,260,archeological anomaly,91-926-0338
661a9234a9b8e3131b10fad0,261,corrupt corporation,62-417-1786
661a9234a9b8e3131b10fad1,262,corrupt corporation,01-532-3788
661a9234a9b8e3131b10fad2,263,extremist ideology,85-602-8965
661a9234a9b8e3131b10fad3,264,criminal kingpin,24-212-2653
661a9234a9b8e3131b10fad4,265,radicalized movement,46-492-4920
661a9234a9b8e3131b10fad5,266,hostile nation,91-730-0376
661a9234a9b8e3131b10fad6,267,rogue agent,43-257-3937
661a9234a9b8e3131b10fad7,268,radicalized movement,44-983-8549
661a9234a9b8e3131b10fad8,269,biosecurity threat,72-376-5497
661a9234a9b8e3131b10fad9,270,kidnapper,56-167-5801
661a9234a9b8e3131b10fada,271,alien threat,50-854-6949
661a9234a9b8e3131b10fadb,272,scientific target,69-824-6022
661a9234a9b8e3131b10fadc,273,hostile nation,21-487-4928
661a9234a9b8e3131b10fadd,274,kidnapper,63-757-9631
661a9234a9b8e3131b10fade,275,assassination contract,73-409-1297
661a9234a9b8e3131b10fadf,276,human experimentation facility,28-876-8940
661a9234a9b8e3131b10fae0,277,human experimentation facility,31-704-6455
661a9234a9b8e3131b10fae1,278,corrupt corporation,08-845-5807
661a9234a9b8e3131b10fae2,279,corrupt corporation,96-580-3144
661a9234a9b8e3131b10fae3,280,radicalized movement,28-561-3287
661a9234a9b8e3131b10fae4,281,alien threat,82-898-7720
661a9235a9b8e3131b10fae5,282,environmental threat,68-798-9909
661a9235a9b8e3131b10fae6,283,human experimentation facility,55-419-7670
661a9235a9b8e3131b10fae7,284,human experimentation facility,65-852-8697
661a9235a9b8e3131b10fae8,285,double agent,28-247-0432
661a9235a9b8e3131b10fae9,286,extremist ideology,05-024-3540
661a9235a9b8e3131b10faea,287,terrorist leader,14-164-2750
661a9235a9b8e3131b10faeb,288,corrupt corporation,07-480-3055
661a9235a9b8e3131b10faec,289,rogue ai,85-879-8497
661a9235a9b8e3131b10faed,290,environmental threat,11-991-9516
661a9235a9b8e3131b10faee,291,archeological anomaly,35-248-3454
661a9235a9b8e3131b10faef,292,assassination contract,02-696-2933
661a9235a9b8e3131b10faf0,293,scientific target,58-587-3251
661a9235a9b8e3131b10faf1,294,archeological anomaly,44-744-6027
661a9235a9b8e3131b10faf2,295,corrupt corporation,41-971-4672
661a9235a9b8e3131b10faf3,296,double agent,54-062-5600
661a9235a9b8e3131b10faf4,297,environmental threat,23-351-2725
661a9235a9b8e3131b10faf5,298,espionage network,55-751-6099
661a9235a9b8e3131b10faf6,299,extremist ideology,90-265-6601
661a9235a9b8e3131b10faf7,300,archeological anomaly,89-296-1559
661a9235a9b8e3131b10faf8,301,assassination contract,36-319-8413
661a9235a9b8e3131b10faf9,302,arms dealer,69-141-9401
661a9235a9b8e3131b10fafa,303,terrorist leader,01-684-4117
661a9235a9b8e3131b10fafb,304,radicalized movement,68-859-8829
661a9235a9b8e3131b10fafc,305,traitor,23-505-7631
661a9235a9b8e3131b10fafd,306,radicalized movement,32-430-3348
661a9236a9b8e3131b10fafe,307,double agent,35-414-1739
661a9236a9b8e3131b10faff,308,hostile nation,20-523-7851
661a9236a9b8e3131b10fb00,309,assassination contract,03-241-9711
661a9236a9b8e3131b10fb01,310,nuclear proliferator,55-567-9959
661a9236a9b8e3131b10fb02,311,extremist ideology,41-663-8207
661a9236a9b8e3131b10fb03,312,cyber threat,99-599-5989
661a9236a9b8e3131b10fb04,313,terrorist leader,89-915-6192
661a9236a9b8e3131b10fb05,314,extremist ideology,32-544-0821
661a9236a9b8e3131b10fb06,315,arms dealer,31-533-0585
661a9236a9b8e3131b10fb07,316,biosecurity threat,59-609-5867
661a9236a9b8e3131b10fb08,317,biosecurity threat,10-319-0040
661a9236a9b8e3131b10fb09,318,criminal kingpin,76-189-9301
661a9236a9b8e3131b10fb0a,319,extremist ideology,57-259-9060
661a9236a9b8e3131b10fb0b,320,criminal kingpin,06-802-8583
661a9236a9b8e3131b10fb0c,321,radicalized movement,53-268-8069
661a9236a9b8e3131b10fb0d,322,rogue ai,87-648-7800
661a9236a9b8e3131b10fb0e,323,terrorist leader,26-780-3833
661a9236a9b8e3131b10fb0f,324,infiltrated government agency,89-798-1790
661a9236a9b8e3131b10fb10,325,traitor,99-225-5283
661a9236a9b8e3131b10fb11,326,cyber threat,64-088-8611
661a9236a9b8e3131b10fb12,327,double agent,63-769-9428
661a9236a9b8e3131b10fb13,328,biosecurity threat,92-279-9065
661a9236a9b8e3131b10fb14,329,nuclear proliferator,83-861-5341
661a9236a9b8e3131b10fb15,330,criminal kingpin,26-782-8195
661a9236a9b8e3131b10fb16,331,traitor,50-612-6530
661a9236a9b8e3131b10fb17,332,criminal kingpin,24-328-4899
661a9237a9b8e3131b10fb18,333,high-value individual,24-763-6910
661a9237a9b8e3131b10fb19,334,infiltrated government agency,58-509-4351
661a9237a9b8e3131b10fb1a,335,high-value individual,81-853-7072
661a9237a9b8e3131b10fb1b,336,biosecurity threat,83-690-6060
661a9237a9b8e3131b10fb1c,337,biosecurity threat,27-014-5040
661a9237a9b8e3131b10fb1d,338,rogue ai,19-824-7137
661a9237a9b8e3131b10fb1e,339,scientific target,70-945-0610
661a9237a9b8e3131b10fb1f,340,extremist ideology,67-878-1037
661a9237a9b8e3131b10fb20,341,global surveillance network,65-102-8868
661a9237a9b8e3131b10fb21,342,environmental threat,33-415-0798
661a9237a9b8e3131b10fb22,343,environmental threat,90-326-3568
661a9237a9b8e3131b10fb23,344,scientific target,32-727-2788
661a9237a9b8e3131b10fb24,345,nuclear proliferator,16-024-5964
661a9237a9b8e3131b10fb25,346,double agent,07-361-3164
661a9237a9b8e3131b10fb26,347,extremist ideology,85-754-9007
661a9237a9b8e3131b10fb27,348,corrupt corporation,00-953-9415
661a9237a9b8e3131b10fb28,349,high-value individual,07-954-6255
661a9237a9b8e3131b10fb29,350,extremist ideology,72-517-2957
661a9237a9b8e3131b10fb2a,351,kidnapper,99-780-6266
661a9237a9b8e3131b10fb2b,352,assassination contract,07-033-7340
661a9237a9b8e3131b10fb2c,353,criminal kingpin,99-661-9263
661a9237a9b8e3131b10fb2d,354,double agent,69-306-3455
661a9237a9b8e3131b10fb2e,355,global surveillance network,01-432-9319
661a9237a9b8e3131b10fb2f,356,terrorist leader,81-489-1563
661a9237a9b8e3131b10fb30,358,global surveillance network,89-560-2473
661a9237a9b8e3131b10fb31,359,infiltrated government agency,64-845-5293
661a9238a9b8e3131b10fb32,360,terrorist leader,39-037-3336
661a9238a9b8e3131b10fb33,361,double agent,41-375-9173
661a9238a9b8e3131b10fb34,362,radicalized movement,91-577-5213
661a9238a9b8e3131b10fb35,363,scientific target,29-527-4205
661a9238a9b8e3131b10fb36,364,criminal kingpin,41-561-4182
661a9238a9b8e3131b10fb37,365,espionage network,81-325-1618
661a9238a9b8e3131b10fb38,366,global surveillance network,70-319-0052
661a9238a9b8e3131b10fb39,367,rogue agent,36-275-8792
661a9238a9b8e3131b10fb3a,368,radicalized movement,33-820-5600
661a9238a9b8e3131b10fb3b,369,nuclear proliferator,23-396-0833
661a9238a9b8e3131b10fb3c,370,rogue ai,19-101-8862
661a9238a9b8e3131b10fb3d,371,nuclear proliferator,72-193-5875
661a9238a9b8e3131b10fb3e,372,cyber threat,92-986-5973
661a9238a9b8e3131b10fb3f,373,corrupt corporation,19-997-5729
661a9238a9b8e3131b10fb40,374,archeological anomaly,00-553-3638
661a9238a9b8e3131b10fb41,375,espionage network,02-928-2988
661a9238a9b8e3131b10fb42,376,environmental threat,70-564-6252
661a9238a9b8e3131b10fb43,377,hostile nation,81-627-8224
661a9238a9b8e3131b10fb44,378,rogue ai,43-489-2908
661a9238a9b8e3131b10fb45,379,rogue ai,84-901-9613
661a9238a9b8e3131b10fb46,380,espionage network,43-950-2289
661a9238a9b8e3131b10fb47,381,double agent,50-112-4256
661a9238a9b8e3131b10fb48,382,rogue ai,29-502-6212
661a9238a9b8e3131b10fb49,383,environmental threat,69-643-1248
661a9238a9b8e3131b10fb4a,384,assassination contract,27-968-1256
661a9238a9b8e3131b10fb4b,385,biosecurity threat,66-410-7042
661a9239a9b8e3131b10fb4c,386,biosecurity threat,13-817-5880
661a9239a9b8e3131b10fb4d,387,rogue agent,10-093-4359
661a9239a9b8e3131b10fb4e,388,scientific target,01-623-6410
661a9239a9b8e3131b10fb4f,389,archeological anomaly,78-390-6294
661a9239a9b8e3131b10fb50,390,assassination contract,75-650-3504
661a9239a9b8e3131b10fb51,391,double agent,56-579-9559
661a9239a9b8e3131b10fb52,392,infiltrated government agency,01-674-2901
661a9239a9b8e3131b10fb53,393,cyber threat,46-319-9535
661a9239a9b8e3131b10fb54,394,espionage network,66-222-5870
661a9239a9b8e3131b10fb55,395,espionage network,59-487-6013
661a9239a9b8e3131b10fb56,396,kidnapper,20-856-6006
661a9239a9b8e3131b10fb57,397,double agent,40-014-0397
661a9239a9b8e3131b10fb58,398,rogue ai,41-948-2505
661a9239a9b8e3131b10fb59,399,global surveillance network,21-285-5036
661a9239a9b8e3131b10fb5a,400,hostile nation,92-620-9124
661a9239a9b8e3131b10fb5b,401,human experimentation facility,24-124-9236
661a9239a9b8e3131b10fb5c,402,extremist ideology,98-636-2507
661a9239a9b8e3131b10fb5d,403,biosecurity threat,87-766-2189
661a9239a9b8e3131b10fb5e,404,scientific target,82-996-3004
661a9239a9b8e3131b10fb5f,405,hostile nation,03-056-5915
661a9239a9b8e3131b10fb60,406,traitor,69-001-7814
661a9239a9b8e3131b10fb61,407,criminal kingpin,88-884-7148
661a9239a9b8e3131b10fb62,408,espionage network,17-615-9990
661a9239a9b8e3131b10fb63,409,criminal kingpin,68-757-2343
661a9239a9b8e3131b10fb64,410,nuclear proliferator,01-272-1613
661a9239a9b8e3131b10fb65,411,hostile nation,66-252-3139
661a9239a9b8e3131b10fb66,412,biosecurity threat,78-333-3359
661a923aa9b8e3131b10fb67,413,arms dealer,86-716-6956
661a923aa9b8e3131b10fb68,414,environmental threat,80-933-5691
661a923aa9b8e3131b10fb69,415,biosecurity threat,40-498-9153
661a923aa9b8e3131b10fb6a,416,radicalized movement,73-312-9172
661a923aa9b8e3131b10fb6b,417,infiltrated government agency,89-101-5886
661a923aa9b8e3131b10fb6c,418,infiltrated government agency,02-907-7207
661a923aa9b8e3131b10fb6d,419,high-value individual,76-041-2327
661a923aa9b8e3131b10fb6e,420,extremist ideology,03-406-9849
661a923aa9b8e3131b10fb6f,421,rogue ai,03-471-3701
661a923aa9b8e3131b10fb70,422,cyber threat,84-786-0110
661a923aa9b8e3131b10fb71,423,hostile nation,50-281-0172
661a923aa9b8e3131b10fb72,424,terrorist leader,20-065-1191
661a923aa9b8e3131b10fb73,425,rogue agent,40-941-6874
661a923aa9b8e3131b10fb74,426,terrorist leader,78-155-6804
661a923aa9b8e3131b10fb75,427,extremist ideology,06-191-5121
